id_desc,datasource
short_lived_windows_accounts:This search detects accounts that were created and deleted in a short time period.,Change Events Data
shortlived_account_detected:Detects when a account or credential is created and then removed a short time later. This may be an indication of malicious activities.,User Activity Audit
"showcase_emails_with_lookalike_domains:<p>Emailing from a domain name that is similar to your own is a common phishing technique, such as splunk.com receiving an email from spiunk.com. This search will detect those similar domains.</p><p><b>Alert Volume:</b> Very Low</p>",Email
"showcase_external_emails_with_internal_domain:<p>Phishers will often try to send emails where the from address uses your organization's domain name, e.g., emailing finance from yourceo@yourcompany.com. Detect that now!</p><p><b>Alert Volume:</b> Very Low</p>",Email
showcase_first_git:<p>Find users who accessed a git repository for the first time.</p><p><b>Alert Volume:</b> High</p>,Web Server
"showcase_first_git_peer:<p>Find users who accessed a git repository for the first time, where their peer group also hasn't accessed it before.</p><p><b>Alert Volume:</b> Medium</p>",Web Server
showcase_first_logon:<p>Find users who logged into a new server for the first time.</p><p><b>Alert Volume:</b> Very High</p>,"Windows Security
Authentication"
showcase_first_logon_jump_server:<p>Detect a user who is logging into a jump server that neither they nor any of their peers have accessed before.</p>,"Windows Security
Authentication"
showcase_first_seen_domain_controller:<p>A common indicator for lateral movement is when a user starts logging into new domain controllers.</p><p><b>Alert Volume:</b> Medium</p>,Windows Security
"showcase_first_usb:<p>Find systems the first time they generate Windows Event ID 20001, which for some customers occurs when a USB drive is plugged in.</p><p><b>Alert Volume:</b> Medium</p>","DLP
Endpoint Detection and Response"
showcase_git_downloads:<p>Find users who have downloaded more files from git than normal.</p><p><b>Alert Volume:</b> High</p>,Web Server
showcase_high_entropy_processes:<p>Some malware will launch processes with randomized filenames.</p><p><b>Alert Volume:</b> Medium</p>,"Endpoint Detection and Response
Windows Security"
showcase_hosts_where_sourcetypes_go_silent:<p>A frequent concern of SOCs is that their data feeds will disappear. This search will look on a host-by-host basis for when your security sources stop reporting home.</p><p><b>Alert Volume:</b> Medium</p>,Any Splunk Logs
showcase_hosts_with_many_timestamps:<p>One technique for foiling correlation searches is to alter the system time. This search will detect this scenario.</p><p><b>Alert Volume:</b> Low (and should be fixed)</p>,Any Splunk Logs
"showcase_huge_volume_dns_requests:<p>A common method for Data Exfiltration is to send out many DNS or Ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>",Network Communication
"showcase_huge_volume_dns_volume:<p>A common method of data exfiltration is to send out a huge volume (in bytes) of DNS or ping requests, embedding data into the payload. This is often not logged.</p><p><b>Alert Volume:</b> Low</p>",Network Communication
"showcase_increase_in_interactively_logged_on_users:<p>Most systems will have a relatively predictable number of interactively logged on users. This search will look for systems that have dramatically more than they typically do, with a per-user baseline.</p><p><b>Alert Volume:</b> Medium</p>",Windows Security
"showcase_increase_in_runas:<p>Privilege escalation (either via RunAs or Scheduled Tasks) create Windows Security EventID 4648 events. This search will baseline per (original, unprivileged) user and then track deviations.</p><p><b>Alert Volume:</b> Low</p>",Windows Security
"showcase_increase_interactive_logon:<p>Typically non-admin users will only interactively log into one system per day. A user who starts loggin into many can indicate account compromise and lateral movement. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-012"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>",Windows Security
"showcase_lookalike_filenames:<p>To evade analysts, attackers will create a service with a name similar to that of a standard Windows service. This search looks for small differences. Idea from David Bianco, formerly of Sqrrl (<a href=""http://detect-respond.blogspot.com/2016/11/hunting-for-malware-critical-process.html"">link</a>).</p><p><b>Alert Volume:</b> Very Low</p>","Endpoint Detection and Response
Windows Security"
showcase_many_hosts:<p>Find users who log into more hosts than they typically do.</p><p><b>Alert Volume:</b> Low</p>,"Windows Security
Authentication"
"showcase_network_dc_dest:<p>This will typically detect scanning activity, along with lateral movement activity.</p><p><b>Alert Volume:</b> Low</p>",Network Communication
"showcase_new_ad_domain:<p>New AD domain names in your normal domain controller logs are a symptom of many Pass the Hash tools. While some of the latest don't produce these artifacts, this remains a very valuable detection mechanism.</p><p><b>Alert Volume:</b> Low</p>",Windows Security
"showcase_new_host_with_suspicious_cmd_launch:<p>Very rarely would cmd.exe, regedit.exe, or powershell.exe be launched by services.exe. This search will detect that malware persistence strategy. (<a href=""https://car.mitre.org/wiki/CAR-2014-05-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Very Low (for most companies)</p>","Endpoint Detection and Response
Windows Security"
"showcase_new_interactive_service_logon:<p>In most environments, service accounts should not log on interactively. This search finds new user/host combinations for accounts starting with ""svc_."" </p><p><b>Alert Volume:</b> Low</p>","Windows Security
Authentication"
"showcase_new_local_admin_account:<p>Local admin accounts are used by legitimate technicians, but they're also used by attackers. This search looks for newly created accounts that are elevated to local admins.</p><p><b>Alert Volume:</b> Medium</p>",Windows Security
"showcase_new_logon_type:<p>Windows defines several logon types (Interactive, RemoteInteractive, Network, etc.). Established users rarely generate new logon types. This search will look for that scenario. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-012"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>",Windows Security
"showcase_new_parent_process_for_cmd:<p>cmd.exe and regedit.exe tend to be used in the same ways. New parent processes can be suspicious. (<a href=""https://car.mitre.org/wiki/CAR-2013-02-003"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Medium</p>","Endpoint Detection and Response
Windows Security"
"showcase_new_path_for_common_filename:<p>Simpler malware will hide in plain sight with a filename like explorer.exe, running in the user profile. This detection will look for new paths, for common / expected executables. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Very Low (for most companies)</p>","Endpoint Detection and Response
Windows Security"
"showcase_new_path_for_familiar_filename:<p>Processes are typically launched from the same path. When those paths change, it can be a malicious process masquerading as a valid one, to hide in task manager. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-004"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Medium</p>","Endpoint Detection and Response
Windows Security"
"showcase_new_runas:<p>Privilege escalation (either via RunAs or Scheduled Tasks) create Windows Security EventID 4648 events. This search will find new usernames / host combinations, which will track privilege escalation.</p><p><b>Alert Volume:</b> Medium</p>",Windows Security
showcase_new_service_creations:<p>New service creations are uncommon for most hosts. This search will look for both new executables and executables running from new paths launched by services.exe.</p><p><b>Alert Volume:</b> High</p>,"Endpoint Detection and Response
Windows Security"
showcase_new_sfdc_clients:<p>Salesforce.com contains the most critical information for many companies. This search looks for users who connect to SFDC's reporting API with new clients. </p><p><b>Alert Volume:</b> Low</p>,SFDC
showcase_new_sfdc_event_type:<p>Salesforce.com supports a variety of different event types in their event logs. This search detects users who suddenly query event types associated with data exfiltration</p><p><b>Alert Volume:</b> Medium</p>,SFDC
showcase_new_sfdc_tables:<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying new sensitive tables.</p><p><b>Alert Volume:</b> Low</p>,SFDC
showcase_new_sfdc_tables_peer:<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying sensitive tables that have never been contacted by peer group.</p><p><b>Alert Volume:</b> Low</p>,SFDC
"showcase_new_suspicious_exe_launch_for_user:<p>Some files rarely get used by legitimate activities, such as at.exe. This search will detect those executables being launched, regardless of the circumstance. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-004"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Endpoint Detection and Response
Windows Security"
showcase_remote_powershell_launches:<p>It's unusual for new users to remotely launch PowerShell on another system. This will track the first time per  user + host combination that powershel is remotely started.</p><p><b>Alert Volume:</b> Low (for most companies)</p>,"Endpoint Detection and Response
Windows Security"
"showcase_renamed_executables:<p>Oftentimes, attackers will execute a temporary file, and rename it to something innocuous (e.g. svchost.exe) to maintain persistence. This search will look for renamed executables. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-009"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Endpoint Detection and Response
Windows Security"
"showcase_series_attacker_tools_filename:<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Endpoint Detection and Response
Windows Security"
"showcase_series_attacker_tools_hashes:<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>",Endpoint Detection and Response
"showcase_series_discovery_tools_filename:<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Endpoint Detection and Response
Windows Security"
"showcase_series_discovery_tools_hashes:<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>",Endpoint Detection and Response
"showcase_short_lived_accounts:<p>A technique used by attackers is to create an account, take some actions, and then delete it right away. This search will find those accounts on the local system.</p><p><b>Alert Volume:</b> Low</p>",Windows Security
showcase_significant_printing:<p>Find users who printed more pages than normal.</p><p><b>Alert Volume:</b> Medium</p>,User Activity Audit
"showcase_spike_in_outgoing_email:<p>Both to detect data exfiltration and compromised account, we can analyze users that are sending out dramatically more data than normal. This search looks per source email address for big increases in volume.</p><p><b>Alert Volume:</b> Low</p>",Email
showcase_spike_in_password_reset_emails:<p>Sending password reset emails is a common phishing technique. Protect your users by identifying spikes in the number of suspicious emails entering your environment.</p><p><b>Alert Volume:</b> Very Low</p>,Email
"showcase_spike_in_sfdc_document_downloads:<p>Salesforce.com contains the most critical information for many companies. This example tracks the number of documents downloaded per day per user, to detect exfiltration.</p><p><b>Alert Volume:</b> Medium</p>",SFDC
"showcase_spike_in_sfdc_exports:<p>For many organizations, Salesforce.com contains the most critical information in their company. This use case tracks the number of records exported per day (and is based on a real set of data collection).</p><p><b>Alert Volume:</b> Medium</p>",SFDC
"showcase_unique_patient_records_viewed:<p>If a healthcare worker views more patient records than normal or more than their peers, it could be a sign that their system is infected, or that they are exfiltrating patient data.</p><p><b>Alert Volume:</b> Low</p>",Cerner
"showcase_unusual_child_process_for_spoolsv_or_connhost:<p>In late August 2018, a new Windows Zero Day was announced via Twitter, and the only apparent defense is to detect unusual child processes from spoolsv.exe or connhost.exe. SSE already detected the POC, but this specifically looks for any potential detection.</p>",Endpoint Detection and Response
showcase_unusually_long:<p>Oftentimes we're able to detect malware by looking for unusually long command line strings.</p><p><b>Alert Volume:</b> Low</p>,"Endpoint Detection and Response
Windows Security"
silentcleanup_uac_bypass:This search is to detect a suspicious modification of registry that may related to UAC bypassed. This registry will be trigger once the attacker abuse the silentcleanup task schedule to gain high privilege execution that will bypass User control account.,Endpoint Detection and Response
single_letter_process_on_endpoint:This search looks for process names that consist only of a single letter.,Endpoint Detection and Response
"slui_runas_elevated:The following analytic identifies the Microsoft Software Licensing User Interface Tool, `slui.exe`, elevating access using the `-verb runas` function. This particular bypass utilizes a registry key/value. Identified by two sources, the registry keys are `HKCU\Software\Classes\exefile\shell` and `HKCU\Software\Classes\launcher.Systemsettings\Shell\open\command`. To simulate this behavior, multiple POC are available. The analytic identifies the use of `runas` by `slui.exe`.",Endpoint Detection and Response
"slui_spawning_a_process:The following analytic identifies the Microsoft Software Licensing User Interface Tool, `slui.exe`, spawning a child process. This behavior is associated with publicly known UAC bypass. `slui.exe` is commonly associated with software updates and is most often spawned by `svchost.exe`. The `slui.exe` process should not have child processes, and any processes spawning from it will be running with elevated privileges. During triage, review the child process and additional parallel processes. Identify any file modifications that may have lead to the bypass.",Endpoint Detection and Response
smb_traffic_spike:This search looks for spikes in the number of Server Message Block (SMB) traffic connections.,Network Communication
"soar_covid_19_indicator_check:The playbook is a self-contained set of actions that takes MD5 file hashes, IPs, domains, and URLs as input. It then leverages the lookups in Splunk provided by TA-covidIOCs to determine if the indicators from the SOAR event are COVID-related.","Endpoint Detection and Response
Web Proxy
Network Communication"
soar_ec2_instance_isolation:Isolate an EC2 instance by changing its security group in order to protect it from malicious traffic. This playbook can be started alone or used from another playbook after doing investigation and notification.,AWS
soar_ip_investigate_report:This playbook executes multiple investigative actions to determine if an IP address is malicious and sends a summary of the output in an email.,Network Communication
soar_malicious_insider_containment:This playbook demonstrates an automated response plan to handling malicious insiders within the environment.,AWS
soar_malware_investigation:This playbook investigates and remediates malware infections on the endpoint.,"Windows Security
Authentication"
soar_phishing_remediation_investigation:This playbook investigates and remediates phishing emails with Admin approval.,Email
"soar_prompt_and_block_domain:This playbook utilizes a reputation check to generate the risk level of a domain, and, if a high enough score blocks the domain on for 60 minutes after approval via user prompt.",Web Proxy
soar_ransomware_investigate_contain:This playbook investigates and contains ransomware detected on endpoints.,Anti-Virus or Anti-Malware
soar_threat_hunting:Hunt for internal sightings of malicious files or connections to malicious domains or IP addresses.,"DLP
IDS or IPS
Anti-Virus or Anti-Malware
Host-based IDS"
spectre_and_meltdown_vulnerable_systems:The search is used to detect systems that are still vulnerable to the Spectre and Meltdown vulnerabilities.,Vulnerability Detection
spike_in_file_writes:The search looks for a sharp increase in the number of files written to a particular host,Endpoint Detection and Response
splunk_access_provisioning:Alerts the first time a user gains rights to search an index that they're not supposed to according to the output of a GDPR data source and GDPR user mapping exercise.,Any Splunk Logs
splunk_account_discovery_drilldown_dashboard_disclosure:Splunk drilldown vulnerability disclosure in Dashboard application that can potentially allow exposure of tokens from privilege users. An attacker can create dashboard and share it to privileged user (admin) and detokenize variables using external urls within dashboards drilldown function.,Any Splunk Logs
"splunk_code_injection_via_custom_dashboard_leading_to_rce:This hunting search provides information about a vulnerability in Splunk Enterprise versions below 8.2.9, 8.1.12, 9.0.2, where an authenticated user can execute arbitrary code via the dashboard pdf generation component. Please review events with file=export in the _internal index for the potential targets of exploitation.",Splunk UI Access Logs
"splunk_command_and_scripting_interpreter_delete_usage:The following analytic identifies the use of the risky command - Delete - that may be utilized in Splunk to delete some or all data queried for. In order to use Delete in Splunk, one must be assigned the role. This is typically not used and should generate an anomaly if it is used.",Splunk Search Activity Logs
"splunk_command_and_scripting_interpreter_risky_commands:The Splunk platform contains built-in search processing language (SPL) safeguards to warn you when you are about to unknowingly run a search that contains commands that might be a security risk. This warning appears when you click a link or type a URL that loads a search that contains risky commands. The warning does not appear when you create ad hoc searches. This warning alerts you to the possibility of unauthorized actions by a malicious user. Unauthorized actions include - Copying or transferring data (data exfiltration), Deleting data and Overwriting data. All risky commands may be found here https://docs.splunk.com/Documentation/Splunk/latest/Security/SPLsafeguards#Commands_that_trigger_the_warninga. A possible scenario when this might occur is when a malicious actor creates a search that includes commands that exfiltrate or damage data. The malicious actor then sends an unsuspecting user a link to the search. The URL contains a query string (q) and a search identifier (sid), but the sid is not valid. The malicious actor hopes the user will use the link and the search will run. During analysis, pivot based on user name and filter any user or queries not needed. Queries ran from a dashboard are seen as adhoc queries. When a query runs from a dashboard it will not show in audittrail logs the source dashboard name. The query defaults to adhoc and no Splunk system user activity. In addition, modify this query by removing key commands that generate too much noise, or too little, and create separate queries with higher confidence to alert on.",Splunk Search Activity Logs
"splunk_command_and_scripting_interpreter_risky_spl_mltk:This detection utilizes machine learning model named ""risky_command_abuse"" trained from ""Splunk Command and Scripting Interpreter Risky SPL MLTK Baseline"". It should be scheduled to run hourly to detect whether a user has run searches containing risky SPL from this list https://docs.splunk.com/Documentation/Splunk/latest/Security/SPLsafeguards#Commands_that_trigger_the_warninga with abnormally long running time in the past one hour, comparing with his/her past seven days history. This search uses the trained baseline to infer whether a search is an outlier (isOutlier ~= 1.0) or not (isOutlier~= 0.0)",Splunk Search Activity Logs
"splunk_csrf_in_the_ssg_kvstore_client_endpoint:In Splunk Enterprise versions below 8.1.13, 8.2.10, and 9.0.4, a cross-site request forgery in the Splunk Secure Gateway (SSG) app in the kvstore_client endpoint allows for updating SSG KV store collections via a GET request. SSG is a Splunk Built app included by default with Splunk Enterprise. The vulnerability affects instances with SSG and Splunk Web enabled. This hunting search provides information on affected server specific method and post data that may reveal exploitation of this vulnerability.",Any Splunk Logs
"splunk_data_exfiltration_from_analytics_workspace_using_sid_query:This hunting search allows operator to discover attempts to exfiltrate data by executing a prepositioned malicious search ID in Analytic Workspace in Splunk Enterprise versions 8.2.9,8.1.12,9.0.2. The attack is browser-based. It requires the attacker to compel a victim to initiate a request within their browser (phishing). The attacker cannot exploit the vulnerability at will.",Splunk Search Activity Logs
splunk_digital_certificates_infrastructure_version:This search will check the TLS validation is properly configured on the search head it is run from as well as its search peers after Splunk version 9. Other components such as additional search heads or anything this rest command cannot be distributed to will need to be manually checked.,Any Splunk Logs
"splunk_digital_certificates_lack_of_encryption:On June 14th, 2022, Splunk released a security advisory relating to the authentication that happens between Universal Forwarders and Deployment Servers. In some circumstances, an unauthenticated client can download forwarder bundles from the Deployment Server. In other circumstances, a client may be allowed to publish a forwarder bundle to other clients, which may allow for arbitrary code execution. The fixes for these require upgrading to at least Splunk 9.0 on the forwarder as well. This is a great opportunity to configure TLS across the environment. This search looks for forwarders that are not using TLS and adds risk to those entities.",Any Splunk Logs
"splunk_dos_via_dump_spl_command:In Splunk Enterprise versions below 9.0.5, 8.2.11, and 8.1.14, an attacker can exploit a vulnerability in the dump SPL command to cause a Denial of Service by crashing the Splunk daemon.",Any Splunk Logs
"splunk_dos_via_malformed_s2s_request:On March 24th, 2022, Splunk published a security advisory for a possible Denial of Service stemming from the lack of validation in a specific key-value field in the Splunk-to-Splunk (S2S) protocol. This detection will alert on attempted exploitation in patched versions of Splunk.",Any Splunk Logs
splunk_edit_user_privilege_escalation:A low-privilege user who holds a role that has the edit_user capability assigned to it can escalate their privileges to that of the admin user by providing specially crafted web requests.,Splunk Search Activity Logs
"splunk_endpoint_denial_of_service_dos_zip_bomb:This search allows operator to identify Splunk search app crashes resulting from specially crafted ZIP file using file monitoring that affects UF versions 8.1.11 and 8.2 versions below 8.2.7.1. It is not possible to detect Zip Bomb attack before crash. This search will provide Universal Forwarder errors from uploaded binary files (zip compression) which are used for this attack. If an analyst sees results from this search we suggest you investigate and triage what zip file was uploaded, zip compressed files may have different extensions.",Any Splunk Logs
"splunk_enterprise_information_disclosure:This search allows you to look for evidence of exploitation for CVE-2018-11409, a Splunk Enterprise Information Disclosure Bug.",None
"splunk_http_response_splitting_via_rest_spl_command:A low-privileged user, using a specially crafted search command, can trigger an HTTP response splitting vulnerability with the rest SPL command that lets them potentially access other REST endpoints in the system arbitrarily, including accessing restricted content such as password files. This is because the user is able to inject the rest SPL command into the q parameter of an HTTP GET web request. The vulnerability requires the attacker to phish the victim by tricking them into initiating a request within their browser. The attacker cannot exploit the vulnerability at will.",Splunk Search Activity Logs
"splunk_identified_ssl_tls_certificates:The following analytic uses tags of SSL, TLS and certificate to identify the usage of the Splunk default certificates being utilized in the environment. Recommended guidance is to utilize valid TLS certificates which documentation may be found in Splunk Docs - https://docs.splunk.com/Documentation/Splunk/8.2.6/Security/AboutsecuringyourSplunkconfigurationwithSSL.",None
"splunk_improperly_formatted_parameter_crashes_splunkd:In Splunk Enterprise versions below 8.1.13, 8.2.10, and 9.0.4, when the INGEST\\_EVAL parameter is improperly formatted, it crashes splunkd. This hunting search provides the user, timing and number of times the crashing command was executed.",Splunk Search Activity Logs
"splunk_list_all_nonstandard_admin_accounts:This search will enumerate all Splunk Accounts with administrative rights on this instance.  It deliberately ignores the default admin account since this is assumed to be present.  This search may help in a detection the Cross-Site Scripting Attack listed: In Splunk Enterprise versions below 8.1.13, 8.2.10, and 9.0.4, a View allows for Cross-Site Scripting in an XML View through the 'layoutPanel' attribute in the 'module' tag. The vulnerability affects instances with Splunk Web enabled.",Any Splunk Logs
"splunk_low_privilege_user_can_view_hashed_splunk_password:In Splunk Enterprise versions below 9.0.5, 8.2.11, and 8.1.14, a low-privilege user who holds the user role can see the hashed version of the initial user name and password for the Splunk instance by using the rest SPL command against the conf-user-seed REST endpoint. This can lead to a privilege escalation that lets the user take over the admin account on the instance.",Splunk internal Web Access Logs
"splunk_path_traversal_in_splunk_app_for_lookup_file_edit:In Splunk Enterprise versions below 9.0.5, 8.2.11, and 8.1.14, a low-privilege user with access to the Splunk App for Lookup File Editing can, with a specially crafted web request, trigger a path traversal exploit that can then be used to read and write to restricted areas of the Splunk installation directory, including but not limited to the password hash file for the instance.",Any Splunk Logs
"splunk_persistent_xss_via_url_validation_bypass_w_dashboard:In Splunk Enterprise versions below 9.0.4, 8.2.10, and 8.1.13, a low-privileged user can bypass URL validation to perform a path traversal and access restricted and confidential information by targeting other users on the instance, including the admin user.  The only affected version of bootstrap which shipped with Splunk was version 2.3.1, so the search is targeted at that version alone.",Splunk internal Web Access Logs
"splunk_process_injection_forwarder_bundle_downloads:On June 14th, 2022, Splunk released a security advisory relating to the authentication that happens between Universal Forwarders and Deployment Servers. In some circumstances, an unauthenticated client can download forwarder bundles from the Deployment Server. This hunting search pulls a full list of forwarder bundle downloads where the peer column is the forwarder, the host column is the Deployment Server, and then you have a list of the apps downloaded and the serverclasses in which the peer is a member of. You should look for apps or clients that you do not recognize as being part of your environment.",Any Splunk Logs
"splunk_protocol_impersonation_weak_encryption_configuration:On June 14th, 2022, Splunk released a security advisory relating to TLS validation occuring within the httplib and urllib python libraries shipped with Splunk. In addition to upgrading to Splunk Enterprise 9.0 or later, several configuration settings need to be set. This search will check those configurations on the search head it is run from as well as its search peers. In addition to these settings, the PYTHONHTTPSVERIFY setting in $SPLUNK_HOME/etc/splunk-launch.conf needs to be enabled as well. Other components such as additional search heads or anything this rest command cannot be distributed to will need to be manually checked.",Any Splunk Logs
"splunk_protocol_impersonation_weak_encryption_selfsigned:On June 14th 2022, Splunk released vulnerability advisory addresing Python TLS validation which was not set before Splunk version 9. This search displays events showing WARNING of using Splunk issued default selfsigned certificates.",Any Splunk Logs
splunk_protocol_impersonation_weak_encryption_simplerequest:On Splunk version 9 on Python3 client libraries verify server certificates by default and use CA certificate store. This search warns a user about a failure to validate a certificate using python3 request.,Any Splunk Logs
splunk_rbac_bypass_on_indexing_preview_rest_endpoint:An unauthorized user can use the /services/indexing/preview REST endpoint to overwrite search results if they know the search ID (SID) of an existing search job.,Any Splunk Logs
"splunk_rce_via_splunk_secure_gateway__splunk_mobile_alerts_feature:This hunting search provides information on possible exploitation attempts against Splunk Secure Gateway App Mobile Alerts feature in Splunk versions 9.0, 8.2.x, 8.1.x. An authenticated user can run arbitrary operating system commands remotely through the use of specially crafted requests to the mobile alerts feature in the Splunk Secure Gateway app.",Any Splunk Logs
"splunk_reflected_xss_in_the_templates_lists_radio:Splunk versions below 8.1.12,8.2.9 and 9.0.2 are vulnerable to reflected cross site scripting (XSS). A View allows for a Reflected Cross Site scripting via JavaScript Object Notation (JSON) in a query parameter when ouput_mode=radio.",Splunk internal Web Access Logs
"splunk_risky_command_abuse_disclosed_february_2023:In February 2023, Splunk disclosed several vulnerabilities affecting Splunk Enterprise commands deemed risky. The following hunting search includes the following commands and versions. Command 'createrss' (versions 8.1.13, 8.2.10), pivot (8.1.13,8.2.10,9.0.4), display.page.search.patterns.sensitivity(versions below 8.1.13,8.2.10,9.0.4), search_listener, map, collect (8.1.13,8.2.10,9.0.4). For more information please review Splunk Vulnerabilities Disclosure, February 2023. Link can be found in reference.",Splunk Search Activity Logs
"splunk_stored_xss_via_data_model_objectname_field:Splunk Enterprise versions 8.1.12, 8.2.9, 9.0.2 are vulnerable to persistent cross site scripting via Data Model object name. An authenticated user can inject and store arbitrary scripts that can lead to persistent cross-site scripting (XSS) in the object name Data Model.",Splunk internal Web Access Logs
"splunk_unnecessary_file_extensions_allowed_by_lookup_table_uploads:In Splunk Enterprise versions below 8.1.13, 8.2.10, and 9.0.4, the lookup table uploads let a user upload lookup tables with unnecessary filename extensions. Lookup table file extensions may now only be one of .csv, .csv.gz, .kmz, .kml, .mmdb, or .mmdb.gz. This search provides user activity focus on uploads which aims to help hunt for malicious file uploads.",Any Splunk Logs
"splunk_user_enumeration_attempt:On May 3rd, 2022, Splunk published a security advisory for  username enumeration stemming from verbose login failure messages present on some REST endpoints. This detection will alert on attempted exploitation in patched versions of Splunk as well as actual exploitation in unpatched version of Splunk.",None
"splunk_xss_in_monitoring_console:On May 3rd, 2022, Splunk published a security advisory for a reflective Cross-Site Scripting (XSS) vulnerability stemming from the lack of input validation in the Distributed Monitoring Console app. This detection will alert on attempted exploitation in patched versions of Splunk as well as actual exploitation in unpatched version of Splunk.",Splunk internal Web Access Logs
"splunk_xss_in_save_table_dialog_header_in_search_page:This is a hunting search to find persistent cross-site scripting XSS code that was included while inputing data in 'Save Table' dialog in Splunk Enterprise (8.1.12,8.2.9,9.0.2). A remote user with ""power"" Splunk role can store this code that can lead to persistent cross site scripting.",Splunk internal Web Access Logs
"splunk_xss_via_view:In Splunk Enterprise versions below 8.1.13, 8.2.10, and 9.0.4, a View allows for Cross-Site Scripting in an XML View through the 'layoutPanel' attribute in the 'module' tag. The vulnerability affects instances with Splunk Web enabled. This hunting search shows users action, application and role used for creating views related to this vulnerability.",None
"spoolsv_spawning_rundll32:The following analytic identifies a suspicious child process, `rundll32.exe`, with no command-line arguments being spawned from `spoolsv.exe`. This was identified during our testing of CVE-2021-34527 previously (CVE-2021-1675) or PrintNightmare. Typically, this is not normal behavior for `spoolsv.exe` to spawn a process. During triage, isolate the endpoint and review for source of exploitation. Capture any additional file modification events.",Endpoint Detection and Response
spoolsv_suspicious_loaded_modules:This search is to detect suspicious loading of dll in specific path relative to printnightmare exploitation. In this search we try to detect the loaded modules made by spoolsv.exe after the exploitation.,Microsoft Sysmon Logs
"spoolsv_suspicious_process_access:This analytic identifies a suspicious behavior related to PrintNightmare, or CVE-2021-34527 previously (CVE-2021-1675),  to gain privilege escalation on the vulnerable machine. This exploit attacks a critical Windows Print Spooler Vulnerability to elevate privilege. This detection is to look for suspicious process access made by the spoolsv.exe that may related to the attack.",Microsoft Sysmon Logs
"spoolsv_writing_a_dll:The following analytic identifies a `.dll` being written by `spoolsv.exe`. This was identified during our testing of CVE-2021-34527 previously (CVE-2021-1675) or PrintNightmare. Typically, this is not normal behavior for `spoolsv.exe` to write a `.dll`. Current POC code used will write the suspicious DLL to disk within a path of `\spool\drivers\x64\`. During triage, isolate the endpoint and review for source of exploitation. Capture any additional file modification events.",Endpoint Detection and Response
"spring4shell_payload_url_request:The following analytic is static indicators related to CVE-2022-22963, Spring4Shell. The 3 indicators provide an amount of fidelity that source IP is attemping to exploit a web shell on the destination. The filename and cmd are arbitrary in this exploitation. Java will write a JSP to disk and a process will spawn from Java based on the cmd passed. This is indicative of typical web shell activity.","Web Server
Web Proxy"
sql_injection_with_long_urls:This search looks for long URLs that have several SQL commands visible within them.,"Web Server
Web Proxy"
"sqlite_module_in_temp_folder:This search is to detect a suspicious file creation of sqlite3.dll in %temp% folder. This behavior was seen in IcedID malware where it download sqlite module to parse browser database like for chrome or firefox to stole browser information related to bank, credit card or credentials.",Microsoft Sysmon Logs
"sse_dyndns:<p>Detect outbound communication to Dynamic DNS servers, which are frequently leveraged for command and control by all types of attackers.</p>","Web Proxy
DNS"
sse_hostnotincmdb:<p>Find internal addresses that aren't in your Asset database.</p>,Network Communication
sser_detect_journal_clearing:<p>This use case looks for the fsutil process clearing the update sequence number (USN) change journal.</p><p><b>Alert Volume:</b> Low</p>,"Endpoint Detection and Response
Windows Security"
